"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"61278888","2024-05-26T23:46:27.000","2024-05-27T00:17:51.000","NYPD","New York City Police Department","Noise - Residential","Loud Television","Residential Building/House","11206","130 MOORE STREET","MOORE STREET","HUMBOLDT STREET","BUSHWICK AVENUE","HUMBOLDT STREET","BUSHWICK AVENUE","ADDRESS","BROOKLYN","MOORE STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:17:57.000","01 BROOKLYN","3031290001","BROOKLYN","1000770","195746","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.70393889554353","-73.94041788791584","
,  
(40.70393889554353, -73.94041788791584)"
"61271722","2024-05-26T23:46:24.000","2024-05-27T00:35:48.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11373","40-31 WARREN STREET","WARREN STREET","40 ROAD","41 AVENUE","40 ROAD","41 AVENUE","ADDRESS","ELMHURST","WARREN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:35:52.000","04 QUEENS","4015960015","QUEENS","1020314","211892","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74819761932644","-73.86984276895343","
,  
(40.74819761932644, -73.86984276895343)"
"61275078","2024-05-26T23:46:13.000","2024-05-27T00:10:19.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10035","111 EAST  128 STREET","EAST  128 STREET","PARK AVENUE","LEXINGTON AVENUE","PARK AVENUE","LEXINGTON AVENUE","ADDRESS","NEW YORK","EAST  128 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:10:24.000","11 MANHATTAN","1017770005","MANHATTAN","1001656","233211","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.806769049250605","-73.9371253958141","
,  
(40.806769049250605, -73.9371253958141)"
"61278151","2024-05-26T23:46:02.000","2024-05-27T00:07:25.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11423","90-17 185 STREET","185 STREET","90 AVENUE","JAMAICA AVENUE","90 AVENUE","JAMAICA AVENUE","ADDRESS","HOLLIS","185 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:07:29.000","12 QUEENS","4099070076","QUEENS","1046624","198451","ONLINE","Unspecified","QUEENS",,,,,,,,"40.71115904257453","-73.77501325593138","
,  
(40.71115904257453, -73.77501325593138)"
"61272677","2024-05-26T23:46:02.000","2024-05-26T23:53:44.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10452","1193 NELSON AVENUE","NELSON AVENUE","WEST  167 STREET","WEST  168 STREET","WEST  167 STREET","WEST  168 STREET","ADDRESS","BRONX","NELSON AVENUE",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2024-05-26T23:53:49.000","04 BRONX","2025160147","BRONX","1004852","244395","ONLINE","Unspecified","BRONX",,,,,,,,"40.83745907955441","-73.92554635268857","
,  
(40.83745907955441, -73.92554635268857)"
"61279275","2024-05-26T23:45:41.000","2024-05-27T00:34:33.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10461","1296 CROSBY AVENUE","CROSBY AVENUE","PAINE STREET","WATERBURY AVENUE","PAINE STREET","WATERBURY AVENUE","ADDRESS","BRONX","CROSBY AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:34:38.000","10 BRONX","2053380044","BRONX","1031636","244649","PHONE","Unspecified","BRONX",,,,,,,,"40.83805313422438","-73.82874993411578","
,  
(40.83805313422438, -73.82874993411578)"
"61276976","2024-05-26T23:45:18.000","2024-05-27T00:04:52.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11214","1843 81 STREET","81 STREET","18 AVENUE","19 AVENUE","18 AVENUE","19 AVENUE","ADDRESS","BROOKLYN","81 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:04:55.000","11 BROOKLYN","3062850052","BROOKLYN","984647","161308","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60942955717735","-73.99857018100036","
,  
(40.60942955717735, -73.99857018100036)"
"61279250","2024-05-26T23:45:15.000","2024-05-26T23:59:52.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11206","MARCUS GARVEY BOULEVARD","MARCUS GARVEY BOULEVARD","MARCUS GARVEY BOULEVARD","WILLOUGHBY AVENUE","MARCUS GARVEY BOULEVARD","WILLOUGHBY AVENUE","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-26T23:59:55.000","03 BROOKLYN",,"BROOKLYN","1000774","192446","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.694881160611175","-73.94041155764808","
,  
(40.694881160611175, -73.94041155764808)"
"61279014","2024-05-26T23:45:10.000","2024-05-27T00:51:31.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","11211","353 BEDFORD AVENUE","BEDFORD AVENUE","SOUTH    4 STREET","SOUTH    5 STREET","SOUTH    4 STREET","SOUTH    5 STREET","ADDRESS","BROOKLYN","BEDFORD AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:51:35.000","01 BROOKLYN","3024440004","BROOKLYN","994502","198593","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.71176271864057","-73.96302012822102","
,  
(40.71176271864057, -73.96302012822102)"
"61274585","2024-05-26T23:45:08.000","2024-05-27T00:02:07.000","NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11375","91-01 68 AVENUE","68 AVENUE","LOUBET STREET","KESSEL STREET","LOUBET STREET","KESSEL STREET","ADDRESS","FOREST HILLS","68 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:02:10.000","06 QUEENS","4031820027","QUEENS","1024184","199845","ONLINE","Unspecified","QUEENS",,,,,,,,"40.71511497394778","-73.8559472206347","
,  
(40.71511497394778, -73.8559472206347)"
"61278997","2024-05-26T23:45:06.000","2024-05-27T00:14:20.000","NYPD","New York City Police Department","Illegal Fireworks","N/A","Street/Sidewalk","10468","129 WEST  197 STREET","WEST  197 STREET","CLAFLIN AVENUE","WEBB AVENUE","CLAFLIN AVENUE","WEBB AVENUE","ADDRESS","BRONX","WEST  197 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:14:24.000","08 BRONX","2032500056","BRONX","1011780","257065","ONLINE","Unspecified","BRONX",,,,,,,,"40.87221554885816","-73.90045721335244","
,  
(40.87221554885816, -73.90045721335244)"
"61279286","2024-05-26T23:44:52.000","2024-05-26T23:50:59.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10026","355 WEST  115 STREET","WEST  115 STREET","MANHATTAN AVENUE","MORNINGSIDE AVENUE","MANHATTAN AVENUE","MORNINGSIDE AVENUE","ADDRESS","NEW YORK","WEST  115 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:51:04.000","10 MANHATTAN","1018490029","MANHATTAN","996002","232364","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.80445359759299","-73.95755046476967","
,  
(40.80445359759299, -73.95755046476967)"
"61275855","2024-05-26T23:44:49.000","2024-05-27T00:10:17.000","NYPD","New York City Police Department","Noise - Park","Loud Music/Party","Park/Playground","10458","BAINBRIDGE AVENUE","BAINBRIDGE AVENUE","BAINBRIDGE AVENUE","MOSHOLU PARKWAY","BAINBRIDGE AVENUE","MOSHOLU PARKWAY","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:10:22.000","07 BRONX",,"BRONX","1017033","257173","PHONE","Unspecified","BRONX",,,,,,,,"40.872494028319224","-73.8814629445964","
,  
(40.872494028319224, -73.8814629445964)"
"61279520","2024-05-26T23:44:41.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11377","72-45 43 AVENUE","43 AVENUE","AMTRAK-CONNECTING RAIL LINE","74 STREET","AMTRAK-CONNECTING RAIL LINE","74 STREET","ADDRESS","WOODSIDE","43 AVENUE",,"In Progress",,,"2024-05-27T02:03:23.000","04 QUEENS","4013530046","QUEENS","1014367","209697","PHONE","Unspecified","QUEENS",,,,,,,,"40.742195152670895","-73.89131566851768","
,  
(40.742195152670895, -73.89131566851768)"
"61277976","2024-05-26T23:44:34.000","2024-05-27T00:00:07.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11226","2017 CATON AVENUE","CATON AVENUE","OCEAN AVENUE","EAST   21 STREET","OCEAN AVENUE","EAST   21 STREET","ADDRESS","BROOKLYN","CATON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:00:12.000","14 BROOKLYN","3050620064","BROOKLYN","995030","176922","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.652280134214735","-73.9611502540913","
,  
(40.652280134214735, -73.9611502540913)"
"61276065","2024-05-26T23:44:33.000","2024-05-27T00:37:16.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10033","342 FORT WASHINGTON AVENUE","FORT WASHINGTON AVENUE","WEST  175 STREET","WEST  176 STREET","WEST  175 STREET","WEST  176 STREET","ADDRESS","NEW YORK","FORT WASHINGTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:37:20.000","12 MANHATTAN","1021420168","MANHATTAN","1000854","247750","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.84667599419949","-73.93998642856093","
,  
(40.84667599419949, -73.93998642856093)"
"61279130","2024-05-26T23:44:31.000","2024-05-27T00:25:16.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10452","1455 WALTON AVENUE","WALTON AVENUE","EAST  171 STREET","EAST  172 STREET","EAST  171 STREET","EAST  172 STREET","ADDRESS","BRONX","WALTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:25:23.000","04 BRONX","2028440065","BRONX","1007758","245630","MOBILE","Unspecified","BRONX",,,,,,,,"40.840841536420385","-73.91504002545291","
,  
(40.840841536420385, -73.91504002545291)"
"61273823","2024-05-26T23:44:27.000","2024-05-27T00:21:21.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11221","91 WEIRFIELD STREET","WEIRFIELD STREET","BUSHWICK AVENUE","EVERGREEN AVENUE","BUSHWICK AVENUE","EVERGREEN AVENUE","ADDRESS","BROOKLYN","WEIRFIELD STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:21:24.000","04 BROOKLYN","3033950049","BROOKLYN","1008150","190075","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.688356470041214","-73.91382083421892","
,  
(40.688356470041214, -73.91382083421892)"
"61274836","2024-05-26T23:44:26.000","2024-05-26T23:59:23.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11421","93-02 74 PLACE","74 PLACE","93 AVENUE","ATLANTIC AVENUE","93 AVENUE","ATLANTIC AVENUE","ADDRESS","WOODHAVEN","74 PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:59:27.000","09 QUEENS","4089400096","QUEENS","1021500","188606","ONLINE","Unspecified","QUEENS",,,,,,,,"40.684278288381094","-73.86569128285007","
,  
(40.684278288381094, -73.86569128285007)"
"61274841","2024-05-26T23:44:19.000","2024-05-27T00:00:28.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11421","86-33 79 STREET","79 STREET","86 AVENUE","JAMAICA AVENUE","86 AVENUE","JAMAICA AVENUE","ADDRESS","WOODHAVEN","79 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:00:32.000","09 QUEENS","4088430004","QUEENS","1022132","191502","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69222445152404","-73.86339626180387","
,  
(40.69222445152404, -73.86339626180387)"
"61277317","2024-05-26T23:44:18.000",,"HPD","Department of Housing Preservation and Development","PLUMBING","BASIN/SINK","RESIDENTIAL BUILDING","10009","277 AVENUE C","AVENUE C",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.","2024-05-26T00:00:00.000","06 MANHATTAN","1009720001","MANHATTAN","991271","205239","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73000753861665","-73.97466769783162","
,  
(40.73000753861665, -73.97466769783162)"
"61273265","2024-05-26T23:44:15.000","2024-05-27T00:17:55.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Street/Sidewalk","10040","108 DYCKMAN STREET","DYCKMAN STREET","NAGLE AVENUE","POST AVENUE","NAGLE AVENUE","POST AVENUE","ADDRESS","NEW YORK","DYCKMAN STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-05-27T00:18:00.000","12 MANHATTAN","1021740066","MANHATTAN","1005003","253313","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.86193598951442","-73.92497304954418","
,  
(40.86193598951442, -73.92497304954418)"
"61274890","2024-05-26T23:44:04.000","2024-05-27T00:11:34.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10314","107 LIVINGSTON AVENUE","LIVINGSTON AVENUE","HOLDEN BOULEVARD","QUEEN STREET","HOLDEN BOULEVARD","QUEEN STREET","ADDRESS","STATEN ISLAND","LIVINGSTON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:11:39.000","02 STATEN ISLAND","5008080003","STATEN ISLAND","948511","159063","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.60319543476383","-74.12870415159041","
,  
(40.60319543476383, -74.12870415159041)"
"61272820","2024-05-26T23:43:57.000","2024-05-26T23:59:04.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10029","1274 5 AVENUE","5 AVENUE","EAST  108 STREET","EAST  109 STREET","EAST  108 STREET","EAST  109 STREET","ADDRESS","NEW YORK","5 AVENUE",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2024-05-26T23:59:09.000","11 MANHATTAN","1016140069","MANHATTAN","998152","229307","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.79605984776229","-73.94979075566805","
,  
(40.79605984776229, -73.94979075566805)"
"61278021","2024-05-26T23:43:56.000","2024-05-27T00:19:13.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11216","142 LEXINGTON AVENUE","LEXINGTON AVENUE","FRANKLIN AVENUE","BEDFORD AVENUE","FRANKLIN AVENUE","BEDFORD AVENUE","ADDRESS","BROOKLYN","LEXINGTON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:19:17.000","03 BROOKLYN","3019710011","BROOKLYN","996466","189606","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68709301142668","-73.95595210811454","
,  
(40.68709301142668, -73.95595210811454)"
"61273239","2024-05-26T23:43:55.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10034","225 DYCKMAN STREET","DYCKMAN STREET","BROADWAY","SEAMAN AVENUE","BROADWAY","SEAMAN AVENUE","ADDRESS","NEW YORK","DYCKMAN STREET",,"In Progress",,,"2024-05-27T01:31:24.000","12 MANHATTAN","1022370001","MANHATTAN","1004290","254713","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.865780211951396","-73.9275465238366","
,  
(40.865780211951396, -73.9275465238366)"
"61277510","2024-05-26T23:43:40.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10034","2 SEAMAN AVENUE","SEAMAN AVENUE","DYCKMAN STREET","CUMMING STREET","DYCKMAN STREET","CUMMING STREET","ADDRESS","NEW YORK","SEAMAN AVENUE",,"In Progress",,,"2024-05-27T02:20:08.000","12 MANHATTAN","1022470056","MANHATTAN","1004197","254915","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.8663348510651","-73.92788215861218","
,  
(40.8663348510651, -73.92788215861218)"
"61272967","2024-05-26T23:43:39.000","2024-05-26T23:56:38.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking","Street/Sidewalk","10460","932 EAST  173 STREET","EAST  173 STREET","SOUTHERN BOULEVARD","HOE AVENUE","SOUTHERN BOULEVARD","HOE AVENUE","ADDRESS","BRONX","EAST  173 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:56:42.000","03 BRONX","2029820027","BRONX","1015192","243694","MOBILE","Unspecified","BRONX",,,,,,,,"40.835504863783285","-73.88818185441696","
,  
(40.835504863783285, -73.88818185441696)"
"61278087","2024-05-26T23:43:39.000","2024-05-27T00:35:31.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11373","40-31 WARREN STREET","WARREN STREET","40 ROAD","41 AVENUE","40 ROAD","41 AVENUE","ADDRESS","ELMHURST","WARREN STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:35:34.000","04 QUEENS","4015960015","QUEENS","1020314","211892","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74819761932644","-73.86984276895343","
,  
(40.74819761932644, -73.86984276895343)"
"61271715","2024-05-26T23:43:25.000","2024-05-27T00:04:47.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11207","395 VERMONT STREET","VERMONT STREET","BELMONT AVENUE","SUTTER AVENUE","BELMONT AVENUE","SUTTER AVENUE","ADDRESS","BROOKLYN","VERMONT STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:04:50.000","05 BROOKLYN","3037570051","BROOKLYN","1013825","183390","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66999052919144","-73.8933871455117","
,  
(40.66999052919144, -73.8933871455117)"
"61278994","2024-05-26T23:43:23.000","2024-05-26T23:57:16.000","NYPD","New York City Police Department","Illegal Fireworks","N/A","Street/Sidewalk","10307","FISHER AVENUE","FISHER AVENUE","CRAIG AVENUE","AMBOY ROAD","CRAIG AVENUE","AMBOY ROAD","BLOCKFACE",,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-26T23:57:20.000","Unspecified STATEN ISLAND",,"STATEN ISLAND",,,"PHONE","Unspecified","STATEN ISLAND",,,,,,,,,,
"61271840","2024-05-26T23:43:14.000","2024-05-27T00:17:33.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10034","583 WEST  215 STREET","WEST  215 STREET","SEAMAN AVENUE","INDIAN ROAD","SEAMAN AVENUE","INDIAN ROAD","ADDRESS","NEW YORK","WEST  215 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:17:35.000","12 MANHATTAN","1022500050","MANHATTAN","1006657","256927","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.871851273179466","-73.91898137162245","
,  
(40.871851273179466, -73.91898137162245)"
"61272404","2024-05-26T23:43:13.000","2024-05-27T00:32:18.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","10314","269 ADA DRIVE","ADA DRIVE","ELSON COURT","FARRAGUT AVENUE","ELSON COURT","FARRAGUT AVENUE","ADDRESS","STATEN ISLAND","ADA DRIVE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-05-27T00:32:22.000","01 STATEN ISLAND","5016580154","STATEN ISLAND","938748","165717","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.62141451154197","-74.16390766768372","
,  
(40.62141451154197, -74.16390766768372)"
"61273830","2024-05-26T23:43:12.000","2024-05-26T23:58:40.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10001","459 WEST   26 STREET","WEST   26 STREET","WEST   27 DRIVE","10 AVENUE","WEST   27 DRIVE","10 AVENUE","ADDRESS","NEW YORK","WEST   26 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-26T23:58:44.000","04 MANHATTAN","1007240001","MANHATTAN","983626","212296","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.749380015697156","-74.00225209416124","
,  
(40.749380015697156, -74.00225209416124)"
"61274915","2024-05-26T23:43:11.000","2024-05-27T00:39:12.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11422","148-03 236 STREET","236 STREET","BENTLEY ROAD","148 DRIVE","BENTLEY ROAD","148 DRIVE","ADDRESS","ROSEDALE","236 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:39:15.000","13 QUEENS","4137360021","QUEENS","1054462","177641","ONLINE","Unspecified","QUEENS",,,,,,,,"40.65398184357134","-73.74695810377894","
,  
(40.65398184357134, -73.74695810377894)"
"61277084","2024-05-26T23:43:05.000","2024-05-27T00:48:30.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","11373","81-60 DONGAN AVENUE","DONGAN AVENUE","QUEENS BOULEVARD","POYER STREET","QUEENS BOULEVARD","POYER STREET","ADDRESS","ELMHURST","DONGAN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:48:35.000","04 QUEENS","4015400036","QUEENS","1017075","208463","PHONE","Unspecified","QUEENS",,,,,,,,"40.73879849589074","-73.88154924188956","
,  
(40.73879849589074, -73.88154924188956)"
"61271853","2024-05-26T23:43:04.000","2024-05-27T00:35:13.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10468","153 FATHER ZEISER PLACE","FATHER ZEISER PLACE","UNIVERSITY AVENUE","WEBB AVENUE","UNIVERSITY AVENUE","WEBB AVENUE","ADDRESS","BRONX","WEST  188 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-05-27T00:35:17.000","07 BRONX","2032190232","BRONX","1010224","253909","MOBILE","Unspecified","BRONX",,,,,,,,"40.863558010983155","-73.90609561620569","
,  
(40.863558010983155, -73.90609561620569)"
"61271630","2024-05-26T23:42:59.000","2024-05-27T00:08:24.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11238","203 UNDERHILL AVENUE","UNDERHILL AVENUE","STERLING PLACE","ST JOHNS PLACE","STERLING PLACE","ST JOHNS PLACE","ADDRESS","BROOKLYN","UNDERHILL AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:08:27.000","08 BROOKLYN","3011730001","BROOKLYN","993463","185128","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.674805554644806","-73.96678630861247","
,  
(40.674805554644806, -73.96678630861247)"
"61278082","2024-05-26T23:42:57.000","2024-05-27T00:19:37.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10457","CROTONA AVENUE","CROTONA AVENUE","CROTONA AVENUE","EAST  175 STREET","CROTONA AVENUE","EAST  175 STREET","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-05-27T00:19:42.000","06 BRONX",,"BRONX","1013724","246373","PHONE","Unspecified","BRONX",,,,,,,,"40.84286295571133","-73.89347513162619","
,  
(40.84286295571133, -73.89347513162619)"
"61279113","2024-05-26T23:42:46.000","2024-05-27T00:09:53.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11436","146 STREET","146 STREET","SUTTER AVENUE","130 AVENUE","SUTTER AVENUE","130 AVENUE","BLOCKFACE",,,,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-05-27T00:09:57.000","Unspecified QUEENS",,"QUEENS",,,"PHONE","Unspecified","QUEENS",,,,,,,,,,
"61275012","2024-05-26T23:42:45.000","2024-05-27T00:12:21.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","10029","2130 1 AVENUE","1 AVENUE","EAST  109 STREET","EAST  110 STREET","EAST  109 STREET","EAST  110 STREET","ADDRESS","NEW YORK","1 AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:12:25.000","11 MANHATTAN","1017010001","MANHATTAN","1001321","227814","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.791956413763515","-73.93834921565832","
,  
(40.791956413763515, -73.93834921565832)"
"61273621","2024-05-26T23:42:43.000","2024-05-27T00:15:16.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11201","44 JORALEMON STREET","JORALEMON STREET","COLUMBIA PLACE","WILLOW PLACE","COLUMBIA PLACE","WILLOW PLACE","ADDRESS","BROOKLYN","JORALEMON STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:15:19.000","02 BROOKLYN","3002590031","BROOKLYN","984815","191995","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.69365867838602","-73.99796254841226","
,  
(40.69365867838602, -73.99796254841226)"
"61276185","2024-05-26T23:42:35.000","2024-05-27T00:14:36.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11355","MEADOW DRIVE","MEADOW DRIVE","MEADOW DRIVE","MEADOW LAKE ROAD WEST","MEADOW DRIVE","MEADOW LAKE ROAD WEST","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-27T00:14:40.000","81 QUEENS",,"QUEENS","1028988","209559","MOBILE","Unspecified","QUEENS","Car",,,,,,,"40.74175449983125","-73.83855334301688","
,  
(40.74175449983125, -73.83855334301688)"
"61275935","2024-05-26T23:42:25.000","2024-05-26T23:47:01.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11224","2834 WEST   15 STREET","WEST   15 STREET","NEPTUNE AVENUE","MERMAID AVENUE","NEPTUNE AVENUE","MERMAID AVENUE","ADDRESS","BROOKLYN","WEST   15 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-05-26T23:47:09.000","13 BROOKLYN","3070220022","BROOKLYN","988993","149951","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.57825561526033","-73.98292577764971","
,  
(40.57825561526033, -73.98292577764971)"
